Permutation,Q2_Scrambled
172,-0.06506000926965672
173,-0.2729237816860586
174,-0.058952529590670544
175,-0.1904571275022946
176,-0.12020367038418622
177,-0.11562483293006043
178,-0.11960912164310278
179,-0.18508652180743068
180,-0.3923215217755587
181,-0.3723025900480419
182,-0.31304652936380606
183,-0.005198897799385094
184,-0.2541492027620018
185,-0.03631848492985679
186,-0.1235756237686143
187,-0.09080498286856176
188,-0.13582718418066309
189,-0.11742910920516847
190,-0.3316541437472873
191,-0.36063069050024765
192,0.01286524869290806
193,-0.058304102354008513
194,-0.20711438919789527
195,-0.0491886237227086
196,0.06614216981210852
197,-0.08649286381806554
198,0.001401595092660357
199,-0.06037417527543254
200,0.006877642636675563
201,-0.18165598673915317
202,-0.12471575917278366
203,-0.04304243210091485
204,-0.0015652505389556204
205,-0.374343041418274
206,-0.0050371485988531806
207,-0.005716915198972217
208,-0.04331804808917439
209,-0.18036929347949804
210,-0.08330057600389407
211,-0.12330614555834218
212,-0.07517161092037394
213,-0.05779141045603731
214,-0.1249360994845159
215,-0.19312069897500472
216,-0.27052607253858296
217,-0.11315979004625443
218,-0.09210152234235958
219,-0.30708081027231215
220,-0.09907613951329308
221,-0.09844189605363107
222,-0.11361070684307717
223,-0.04290356063972012
224,-0.10167739590861213
225,-0.02319799298824443
226,-0.1709363364283023
227,-0.08870668433282636
228,0.03543441508123013
229,-0.09777203396988665
230,-0.05349589404461352
231,-0.08026563555118638
232,-0.30151412585547854
233,-0.03202960188035209
234,-0.05479053642806231
235,-0.37944919455470516
236,-0.08230693796752475
237,-0.042137671514533626
238,-0.09641420371455545
239,-0.05351732690846345
240,-0.08482581665592259
241,-0.09182248806131055
242,-0.042623172246957663
243,-0.30195179968909236
244,-1.215629869946567
245,-0.007497115501009954
246,-0.1282053269187975
247,-0.13087714929797012
248,-0.2030739158896686
249,-0.03273758307988883
250,-0.12910838103938183
251,-0.09314338343900364
252,-0.0777921973662532
253,-0.225111246472379
254,-0.08966549660779854
255,-0.08078945639192914
256,-0.0619016693050265
257,-0.19856283632284177
258,-0.04657168411327328
259,-0.2304146562025029
260,-0.08359312514547645
261,-0.14015615015519622
262,0.1646564731380229
263,-0.14275413582294805
264,-0.03007223409381332
265,-0.05729055722046539
266,-0.07980435118958784
267,-0.23085545422661324
268,-0.14275163971054394
269,-0.10647218940689718
270,-0.0773939016349876
271,-0.21029457417011588
272,-0.1829173751463833
273,-0.1531447642270527
274,-0.024847445489794673
275,-0.3504210457502124
276,-0.05028987588937772
277,-0.18073856589491077
278,-0.048843434187856305
279,-0.06560064086189699
280,-0.0011839581877368666
281,-0.21118435454234707
282,-0.08500374138908384
283,-0.06878390541038182
284,-0.03382398903614425
285,-0.2093979898567193
286,-0.13845838856716752
287,-0.15778095980523554
288,0.03698448382202024
289,-0.20348673291239705
290,-0.0686793798868992
291,-0.24571940488798094
292,-0.06669683112235014
293,-0.049294551099314354
294,-0.05252187446164314
295,0.02535453477021976
296,-0.08574607576513138
297,-0.12065870533682221
298,-0.1438089992690288
299,-0.2116525995902805
300,-0.17413040360486187
301,-0.09878484019325029
302,-0.08645943764428221
303,-0.25267905727019624
304,-0.23833778600265276
305,-0.03447248543931125
306,-0.05187586904605168
307,-0.36723718427035545
308,-0.03720629647421636
309,-0.22567930253214175
310,-0.21771909137195178
311,-0.08242694089604341
312,-0.19876805261568853
